Code de profil professionnel SIPeC,Enonce principal
65100.00,"Les caissiers se servent de caisses enregistreuses, de lecteurs optiques des prix, d'ordinateurs et d'autre matériel pour consigner et recevoir les paiements de clients qui achètent des produits, des services ou des billets."
65101.00,"Les préposés travaillant dans des stations-service vendent du carburant et d'autres produits pour les véhicules, fournissent des services, tels que la vente d'essence, le nettoyage et le graissage, et effectuent des réparations mineures sur les véhicules. Les préposés travaillant dans des marinas vendent du carburant, louent des embarcations et du matériel connexe, et assurent l'entretien des installations de la marina."
65102.00,"Les garnisseurs de tablettes, commis et préposés aux commandes dans les magasins emballent les achats des clients, apposent des prix sur les produits, garnissent les étagères et remplissent des commandes par Internet, par courrier et par téléphone."
65109.01,Les démonstrateurs et les distributeurs vendent des produits et des services par téléphone ou en personne au cours de démonstrations à domicile ou des expositions de commerce.
65109.02,Les vendeurs de porte à porte et les vendeurs ambulants sollicitent les particuliers à domicile ou dans la rue et leur vendent des produits et des services.
65109.03,Les préposés à la sollicitation par téléphone et les télévendeurs vendent des produits et des services par téléphone.
65200.00,Les serveurs d'aliments et de boissons prennent les commandes des clients et les servent.
65201.01,"Les serveurs au comptoir et les préparateurs d'aliments préparent, font chauffer et complètent la cuisson d'aliments simples, et servent les aliments aux clients, au comptoir."
65201.02,Les aides de cuisine exécutent diverses tâches pour aider les employés chargés de préparer ou de servir les aliments et les boissons.
65201.03,Les aides de services alimentaires débarrassent et nettoient les tables et les plateaux dans les salles à manger.
65201.04,"Les plongeurs lavent la vaisselle, les verres, les ustensiles, les marmites et les casseroles à la main ou à la machine."
65202.00,"Les coupeurs de viande et les poissonniers préparent et emballent des morceaux de viande, de volaille et de poisson qui sont vendus par des détaillants ou des grossistes en produits alimentaires. Ils utilisent au quotidien des outils pour couper, parer et emballer la viande, la volaille et le poisson."
65210.01,Les préposés aux services à la clientèle et les porteurs de bagages reconduisent les clients de l'hôtel à leur chambre et transportent les bagages des voyageurs.
65210.02,Les préposés aux passagers à bord de navires et au service ferroviaire portent les bagages des passagers à bord et voient à l'entretien des endroits publics et des cabines des passagers à bord des bateaux et des trains.
65210.03,"Les travailleurs en installations montent, installent, reconfigurent, déplacent et démontent des cloisons amovibles et le mobilier dans des salles. Ils assemblent, pivotent et démontent des présentations en vitrine, des présentations promotionnelles et des affiches selon les plans d'étage ou les directives."
65211.01,Les exploitants d'attraction foraine font fonctionner les manèges et autres attractions et effectuent l'entretien de routine et les inspections de sécurité des équipements des attractions.
65211.02,"Les préposés dans les parcs d'attractions, les sports et les loisirs aident les clients, recueillent les billets et les droits d'entrée et supervisent l'utilisation des équipements de sports et de loisirs."
65220.00,"Les travailleurs en soins des animaux nourrissent, manipulent, dressent et toilettent les animaux et aident les vétérinaires, les éleveurs, et les technologues et les techniciens en santé animale. Les soigneurs d'animaux tondent le poil des animaux, les lavent et les toilettent."
65229.00,"Les travailleurs des autres professions de soutien dans les services personnels offrent des consultations métapsychiques, des lectures de bonne aventure, des services d'astrologie et d'autres services personnalisés."
65310.01,"Les préposés à l'entretien ménager et au nettoyage - travaux légers nettoient les halls, les corridors, les bureaux et les chambres dans des hôtels, des motels, des centres de villégiature, des centres hospitaliers, des écoles, des immeubles de bureaux ainsi que des résidences privées."
65310.02,Les aide-ménagers accomplissent des travaux ménagers dans les milieux résidentiels et institutionnels.
65311.01,Les nettoyeurs de tapis et de meubles rembourrés nettoient les tapis et les meubles en utilisant des techniques et de l'équipement spécialisés.
65311.02,"Les ramoneurs et les nettoyeurs au jet de sable nettoient les cheminées et l’extérieur d’édifices à l'aide d'outils manuels ou en utilisant le jet de sable, la vapeur sous pression ou autre équipement."
65311.03,Les nettoyeurs de fournaises et de systèmes de ventilation nettoient les chaudières et les systèmes de ventilation en utilisant des techniques et de l'équipement spécialisés.
65311.04,Les nettoyeurs de véhicules nettoient l'intérieur et l'extérieur des véhicules en utilisant des techniques et de l'équipement spécialisés.
65311.05,Les nettoyeurs de vitres nettoient les fenêtres et toute autre surface de verre en utilisant des techniques et de l'équipement spécialisés.
65312.00,"Les concierges et les nettoyeurs – gros travaux nettoient et entretiennent l'intérieur et l'extérieur des édifices commerciaux, des établissements et des immeubles d'habitation, ainsi que les terrains environnants."
65320.01,Les opérateurs de machines de nettoyage à sec et de blanchisseries font fonctionner des machines pour laver et nettoyer à sec des vêtements et d'autres tissus.
65320.02,"Les assembleurs et inspecteurs de machines de nettoyage à sec et de blanchisseries vérifient si les vêtements et autres articles remis en état satisfont aux normes de nettoyage à sec, de lessivage et de repassage, puis les assemblent et les emballent."
65320.03,"Les repasseurs, les presseurs et les finisseurs pressent ou finissent à la main ou à la machine des vêtements ou d'autres articles."
65329.01,Les préposés de salon de coiffure dispensent des services dans les salons de coiffure.
65329.02,Les portiers dispensent leurs services dans des établissements de services au détail.
65329.03,Les préposés de salon funéraire dispensent des services funéraires.
65329.04,Les employés de laverie automatique dispensent des services dans les laveries automatiques.
65329.05,Les préposés de terrain de stationnement et les préposés aux voitures dispensent des services dans les terrains de stationnement.
