Code de profil professionnel SIPeC,Exigences d'emploi
53124.03,Un apprentissage sous la direction d'un maître artisan est souvent la façon d'acquérir les compétences nécessaires.
53124.04,"Les associations d'artisans, les collèges et les studios privés offrent des programmes de formation."
53124.04,Un diplôme d'études collégiales en techniques des métiers d'art peut être exigé.
53124.04,"Un dossier de présentation illustrant les aptitudes créatives et le talent artistique, ainsi que la connaissance des façons de faire pour manier les matériaux, les outils et le matériel en sécurité sont exigés."
53124.04,Un apprentissage sous la direction d'un maître artisan est souvent la façon d'acquérir les compétences nécessaires.
53124.05,Un apprentissage sous la direction d'un maître artisan est souvent la façon d'acquérir les compétences nécessaires.
53124.05,"Les associations d'artisans, les collèges et les studios privés offrent des programmes de formation."
53124.05,"Un dossier de présentation illustrant les aptitudes créatives et le talent artistique, ainsi que la connaissance des façons de faire pour manier les matériaux, les outils et le matériel en sécurité sont exigés."
53124.05,Un diplôme d'études collégiales en techniques des métiers d'art peut être exigé.
53124.06,Un apprentissage sous la direction d'un maître artisan est souvent la façon d'acquérir les compétences nécessaires.
53124.06,"Les associations d'artisans, les collèges et les studios privés offrent des programmes de formation."
53124.06,"Un dossier de présentation illustrant les aptitudes créatives et le talent artistique, ainsi que la connaissance des façons de faire pour manier les matériaux, les outils et le matériel en sécurité sont exigés."
53124.06,Un diplôme d'études collégiales en techniques des métiers d'art peut être exigé.
53124.07,Un apprentissage sous la direction d'un maître artisan est souvent la façon d'acquérir les compétences nécessaires.
53124.07,"Les associations d'artisans, les collèges et les studios privés offrent des programmes de formation."
53124.07,"Un dossier de présentation illustrant les aptitudes créatives et le talent artistique, ainsi que la connaissance des façons de faire pour manier les matériaux, les outils et le matériel en sécurité sont exigés."
53124.07,Un diplôme d'études collégiales en techniques des métiers d'art peut être exigé.
53124.08,Un apprentissage sous la direction d'un maître artisan est souvent la façon d'acquérir les compétences nécessaires.
53124.08,"Les associations d'artisans, les collèges et les studios privés offrent des programmes de formation."
53124.08,"Un dossier de présentation illustrant les aptitudes créatives et le talent artistique, ainsi que la connaissance des façons de faire pour manier les matériaux, les outils et le matériel en sécurité sont exigés."
53124.08,Un diplôme d'études collégiales en techniques des métiers d'art peut être exigé.
53124.09,Un apprentissage sous la direction d'un maître artisan est souvent la façon d'acquérir les compétences nécessaires.
53124.09,"Les associations d'artisans, les collèges et les studios privés offrent des programmes de formation."
53124.09,"Un dossier de présentation illustrant les aptitudes créatives et le talent artistique, ainsi que la connaissance des façons de faire pour manier les matériaux, les outils et le matériel en sécurité sont exigés."
53124.09,Un diplôme d'études collégiales en techniques des métiers d'art peut être exigé.
53125.00,Un diplôme d'études secondaires est exigé.
53125.00,Un diplôme d'études collégiales en dessin de mode et en techniques du vêtement ouune formation en cours d'emploi de un à deux ans est exigé.
53125.00,Quelques cours de conception de patrons assistée par ordinateur peuvent être exigés.
53200.00,Une aptitude manifeste dans le sport ou le jeu pratiqué est exigée.
53200.00,Une formation intensive sous la direction d'un entraîneur est exigée.
53200.00,L'affiliation à une fédération sportive dans la discipline choisie peut être exigée.
53200.00,Une formation alliant entraînement sportif et formation collégiale ou universitaire est fortement recommandée.
53201.01,Un certificat national d'entraîneur est habituellement exigé des entraîneurs dans tous les sports individuels et d'équipe.
53201.01,Un certificat national d'entraîneur de niveau 3 est habituellement exigé des entraîneurs provinciaux.
53201.01,Un diplôme en éducation physique peut être exigé.
53201.01,Un certificat national d'entraîneur de niveau 4 est habituellement exigé des entraîneurs d'athlètes d'équipes nationales.
53201.02,Une expérience et une connaissance technique du sport sont exigées.
53202.00,Une attestation de compétence et l'affiliation à un organisme de réglementation du sport ou à une commission sont exigées des officiels sportifs.
53202.00,"La réussite d'un programme pour officiels, offert par un organisme de réglementation du sport, est exigée des arbitres sportifs."
54100.01,Un diplôme d'études secondaires est habituellement exigé.
54100.01,"Un diplôme d'études collégiales en récréologie, en loisirs ou en éducation physiqueou une expérience prolongée dans un sport ou une activité particulière est habituellement exigé."
54100.01,"Une certification dans un domaine d'activité, dans un sport ou en conditionnement physique, tel qu'un brevet d'instructeur de ski, d'entraîneur personnel ou un certificat de premiers soins ou de soins d'urgence est habituellement exigé."
54100.01,"Des aptitudes manifestes dans une discipline particulière des sports, des loisirs ou du conditionnement physique sont exigées."
54100.02,Un diplôme d'études secondaires est habituellement exigé.
54100.02,"Un diplôme d'études collégiales en récréologie, en loisirs ou en éducation physiqueou une expérience prolongée dans un sport ou une activité particulière est habituellement exigé."
54100.02,Un certificat d'évaluateur de la condition physique peut être exigé des évaluateurs de la condition physique.
55109.01,Un professionnel du métier assure souvent la formation des autres membres de ces professions.
55109.01,L'adhésion à une guilde ou à un syndicat relié à la profession ou au genre de spectacle ou de représentation peut être exigée.
55109.02,Un professionnel du métier assure souvent la formation des autres membres de ces professions.
55109.02,L'adhésion à une guilde ou à un syndicat relié à la profession ou au genre de spectacle ou de représentation peut être exigée.
55109.03,Une formation dans une école spécialisée est habituellement exigée des mannequins.
55109.03,L'adhésion à une guilde ou à un syndicat relié à la profession ou au genre de spectacle ou de représentation peut être exigée.
55109.04,Un professionnel du métier assure souvent la formation des autres membres de ces professions.
60010.00,"Un diplôme d'études universitaires ou collégiales en administration des affaires ou dans un domaine connexe, avec spécialisation dans la vente etplusieurs années d'expérience comme représentant des ventes ou dans une profession connexe sont habituellement exigés."
60020.00,Un diplôme d'études secondaires est exigé.
