Code de profil professionnel SIPeC,Fonctions principales
65210.01,recevoir et expédier des colis et des messages pour les clients;
65210.01,"donner suite aux plaintes et aux demandes des clients, et s'occuper des endroits où les bagages sont entreposés;"
65210.01,"transporter les bagages des clients, à la main ou avec un diable, dans les gares de chemin de fer et les aéroports, et s'occuper du transport routier."
65210.02,"préparer et desservir les tables, servir la nourriture et les boissons, nettoyer les wagons-lits et les cabines, faire les lits, laver la vaisselle et voir aux fournitures des toilettes;"
65210.02,porter les bagages des passagers à bord des navires;
65210.02,veiller au confort et à la satisfaction des clients.
65210.03,"monter, installer, reconfigurer, déplacer et démonter des cloisons amovibles et le mobilier dans des salles;"
65210.03,"assembler, pivoter et démonter des présentations en vitrine, des présentations promotionnelles et des affiches selon les plans d'étage ou les directives;"
65210.03,aider à installer de l'équipement audiovisuel et aider à résoudre des problèmes lors de son usage;
65210.03,"effectuer, s'il y a lieu, des réparations mineures sur des installations, ainsi que de l'entretien de routine sur l'équipement audiovisuel."
65211.01,"conduire des camions, des fourgonnettes et d'autres véhicules pour déplacer des manèges, des jeux et d'autres attractions aux parcs d'attractions;"
65211.01,"monter des manèges, des maisons du rire, des stands forains et d'autres divertissements;"
65211.01,assurer l'entretien routinier et faire les inspections de sécurité de l'équipement du parc d'attractions;
65211.01,"faire fonctionner les manèges et les autres attractions, surveiller les activités des jeux et assurer la sécurité des participants;"
65211.01,"vendre, s'il y a lieu, des billets."
65211.02,recueillir les billets et les droits d'entrée et louer ou vendre de l'équipement de sports ou de l'équipement connexe;
65211.02,"établir l'horaire d'utilisation des installations de loisirs comme les terrains de golf, les courts de tennis, les salles de quilles, les centres de conditionnement physique, les terrains de camping et d'autres installations semblables;"
65211.02,"faire fonctionner l'équipement de loisirs comme les remonte-pentes, le matériel d'entretien de patinoires et les canons à neige;"
65211.02,"aider les clients à s'installer dans les remonte-pentes et dans les manèges, et à en descendre, verrouiller et déverrouiller les ceintures et les barres de sécurité, et vérifier l'équipement pour repérer les traces d'usure ou les dommages;"
65211.02,nettoyer et entretenir les installations récréatives et les terrains de jeux.
65220,"préparer les aliments et nourrir les animaux, les poissons et les oiseaux aux heures prévues;"
65220,"nettoyer et désinfecter les cages, les enclos et les alentours;"
65220,"shampouiner, soigner et tondre les animaux;"
65220,aider les vétérinaires et les technologues et techniciens en santé animale à vacciner et à traiter les animaux;
65220,aider les éleveurs d'animaux à manipuler et à nourrir les animaux;
65220,aider les scientifiques et les chercheurs à mener des expériences de laboratoire sur les animaux;
65220,surveiller et documenter le comportement des animaux;
65220,dresser les chiens à obéir aux ordres et à accomplir certaines tâches en réponse à des gestes.
65229,"interprètent et font le tableau des positions stellaires et planétaires de l'horoscope, afin de prédire les événements et les tendances à venir pour les clients et le grand public."
65229,donnent aux clients des conseils personnels basés sur différentes écoles de pensée.
65229,fournissent une multitude de services personnalisés non classés ailleurs.
65310.01,"balayer, essuyer, laver, cirer et astiquer les parquets;"
65310.01,"nettoyer, désinfecter et astiquer les appareils ménagers et les accessoires dans la cuisine et les salles de bain;"
65310.01,"nettoyer et désinfecter les lieux publics, tels que les cabines de déshabillage, les douches et les ascenseurs;"
65310.01,désinfecter les salles d'opération et autres aires des centres hospitaliers;
65310.01,"laver les fenêtres, les murs et les plafonds."
65310.01,"s'occuper, s'il y a lieu, des plaintes."
65310.02,"épousseter les meubles et passer l'aspirateur sur les moquettes et les tapis, les tentures et les meubles rembourrés;"
65310.02,"faire les lits, changer les draps et assurer la distribution des serviettes et accessoires de toilette;"
65310.02,donner aux clients des fournitures supplémentaires;
65310.02,approvisionner la lingerie et l'armoire à fournitures;
65310.02,déclarer et ranger les objets perdus;
65310.02,"donner, s'il y a lieu, des renseignements de base sur les installations de l'établissement;"
65311.01,"nettoient, à l'aide de machines, les tapis, les moquettes et les meubles rembourrés chez le client ou dans des établissements de nettoyage de tapis et de meubles rembourrés."
65311.02,enlèvent la suie et la créosote des cheminées et des foyers à l'aide d'outils manuels et d'aspirateurs industriels;
65311.02,"nettoient l'extérieur d'édifices, les réservoirs et l'équipement industriel en utilisant le jet de sable, la vapeur sous pression ou de l'équipement de nettoyage hydraulique."
65311.03,"nettoient les conduites, les tuyaux et les filtres des chaudières installées dans les immeubles résidentiels ou commerciaux à l'aide d'outils manuels et d'aspirateurs industriels."
65311.04,"nettoient l'intérieur et l'extérieur des automobiles, des autobus, des tramways et des wagons de train et de métro."
65311.05,nettoient l'intérieur ou l'extérieur des fenêtres et des surfaces vitrées des immeubles de faible et de grande hauteur.
65312,"se servir d'aspirateurs industriels pour enlever les restes, la poussière, les grosses saletés et les autres ordures;"
65312,"laver les fenêtres, les plafonds et les murs intérieurs;"
65312,vider les poubelles et les autres contenants prévus pour les rebuts;
65312,"balayer, essuyer, frotter et cirer les corridors, les parquets et les escaliers;"
65312,enlever la neige et la glace sur les trottoirs et dans les terrains de stationnement;
65312,tondre le gazon et entretenir le terrain et les plantes;
65312,nettoyer et désinfecter les salles de bain et leurs accessoires;
65312,"déplacer, s'il y a lieu, des meubles et de l'équipement lourds ainsi que des fournitures."
65320.01,"faire fonctionner des machines pour nettoyer à sec des vêtements tels que des robes, des complets, des manteaux, des chandails et d'autres vêtements, des tentures, des housses de coussin et d'autres articles;"
65320.01,"trier des articles et faire fonctionner des laveuses et des sécheuses pour laver et sécher des vêtements, des draps, des couvertures, des serviettes et d'autres articles;"
65320.01,faire fonctionner des machines pour nettoyer et sécher à l'air des vêtements en fourrure;
65320.01,"faire fonctionner des machines pour nettoyer à sec, teindre, teindre au pistolet et conditionner des vêtements en suède et en cuir et leur redonner leur souplesse;"
65320.01,"mélanger et ajouter des détergents, des colorants, des agents de blanchiment, des amidons et d'autres solutions et produits chimiques."
65320.02,examiner les vêtements et autres articles remis en état pour s'assurer qu'ils sont bien lavés ou nettoyés à sec;
65320.02,"prendre note des vêtements et d'autres articles abîmés, mal nettoyés ou mal blanchis;"
65320.02,utiliser un fer à vapeur à main pour faire des retouches aux vêtements et à d'autres articles;
65320.02,assembler et emballer les vêtements et les autres articles remis en état;
65320.02,assortir les factures aux étiquettes des vêtements ou d'autres articles.
65320.03,"faire fonctionner des machines de finissage, comme des presses à la vapeur, et utiliser des fers à repasser à la main pour finir le repassage de pantalons, de vestons, de chemises, de jupes et d'autres articles nettoyés à sec ou lessivés;"
65320.03,repasser à la main de la lingerie fine blanchie ou des articles en soie nettoyés à sec;
65320.03,faire fonctionner des fers à repasser et à lustrer pour finir des vêtements et d'autres articles en fourrure;
